StartTimeUnixNano,EndTimeUnixNano,Duration,TraceID,SpanID,ParentID,PodName,OperationName
1674981805690420918,1674981805709958170,19537,t16,s507,s647,ts-basic-service,HTTP GET
1674981805713426261,1674981805724413483,10987,t16,s1083,s647,ts-basic-service,HTTP GET
1674981806005024911,1674981806012958153,7933,t16,s2136,s541,ts-basic-service,HTTP GET
1674981806014428157,1674981806022966027,8537,t16,s34,s541,ts-basic-service,HTTP GET
1674981806024146700,1674981806046018534,21871,t16,s90,s541,ts-basic-service,HTTP GET
1674981806047358598,1674981806087370990,40012,t16,s691,s541,ts-basic-service,HTTP GET
1674981806089579746,1674981806105753471,16173,t16,s758,s541,ts-basic-service,HTTP GET
1674981805659000000,1674981805667419406,8419,t16,s1832,s2098,ts-station-service,/api/v1/stationservice/stations/id/{stationNameForId}
1674981805670000000,1674981805674935441,4935,t16,s47,s998,ts-station-service,/api/v1/stationservice/stations/id/{stationNameForId}
1674981806006000000,1674981806012439624,6439,t16,s705,s2136,ts-station-service,/api/v1/stationservice/stations/id/{stationNameForId}
1674981806015000000,1674981806022451244,7451,t16,s1794,s34,ts-station-service,/api/v1/stationservice/stations/id/{stationNameForId}
1674981805659834742,1674981805667130804,7296,t16,s1938,s1832,ts-station-service,StationController.queryForStationId
1674981805670585481,1674981805674709062,4123,t16,s2244,s47,ts-station-service,StationController.queryForStationId
1674981806006676963,1674981806012185425,5508,t16,s153,s705,ts-station-service,StationController.queryForStationId
1674981806015625196,1674981806022202851,6577,t16,s2547,s1794,ts-station-service,StationController.queryForStationId
1674981805660588373,1674981805666658274,6069,t16,s1068,s1938,ts-station-service,StationRepository.findByName
1674981805671095702,1674981805674359351,3263,t16,s2473,s2244,ts-station-service,StationRepository.findByName
1674981806007213959,1674981806011803707,4589,t16,s1829,s153,ts-station-service,StationRepository.findByName
1674981806016142921,1674981806021812164,5669,t16,s2412,s2547,ts-station-service,StationRepository.findByName
1674981805660732333,1674981805666647866,5915,t16,s2309,s1068,ts-station-service,SELECT Station
1674981805671235829,1674981805674350484,3114,t16,s1309,s2473,ts-station-service,SELECT Station
1674981806007357220,1674981806011791296,4434,t16,s2427,s1829,ts-station-service,SELECT Station
1674981806016276891,1674981806021800188,5523,t16,s1836,s2412,ts-station-service,SELECT Station
1674981805663577396,1674981805666503036,2925,t16,s1265,s2309,ts-station-service,SELECT ts.station
1674981805671367841,1674981805674221665,2853,t16,s1637,s1309,ts-station-service,SELECT ts.station
1674981806007515478,1674981806011656904,4141,t16,s401,s2427,ts-station-service,SELECT ts.station
1674981806016431771,1674981806021657176,5225,t16,s2407,s1836,ts-station-service,SELECT ts.station
1674981805677000000,1674981805684225672,7225,t16,s44,s1628,ts-train-service,/api/v1/trainservice/trains/byName/{name}
1674981806030000000,1674981806036417123,6417,t16,s670,s90,ts-train-service,/api/v1/trainservice/trains/byName/{name}
1674981805678532398,1674981805683522160,4989,t16,s1306,s44,ts-train-service,TrainController.retrieveByName
1674981806030922883,1674981806035825315,4902,t16,s2089,s670,ts-train-service,TrainController.retrieveByName
1674981805679665713,1674981805682702639,3036,t16,s1540,s1306,ts-train-service,TrainTypeRepository.findByName
1674981806031587498,1674981806035181793,3594,t16,s704,s2089,ts-train-service,TrainTypeRepository.findByName
1674981805680062848,1674981805682676091,2613,t16,s1069,s1540,ts-train-service,SELECT TrainType
1674981806031814143,1674981806035159014,3344,t16,s2230,s704,ts-train-service,SELECT TrainType
1674981805681472484,1674981805682432468,959,t16,s565,s1069,ts-train-service,SELECT ts.train_type
1674981806032022066,1674981806034934096,2912,t16,s814,s2230,ts-train-service,SELECT ts.train_type
1674981805693000000,1674981805708115045,15115,t16,s1762,s507,ts-route-service,/api/v1/routeservice/routes/{routeId}
1674981806051000000,1674981806082590735,31590,t16,s2486,s691,ts-route-service,/api/v1/routeservice/routes/{routeId}
1674981805695655131,1674981805707462479,11807,t16,s2249,s1762,ts-route-service,RouteController.queryById
1674981806052388799,1674981806081887375,29498,t16,s2475,s2486,ts-route-service,RouteController.queryById
1674981805697170375,1674981805704666031,7495,t16,s1846,s2249,ts-route-service,RouteRepository.findById
1674981806053352808,1674981806072801262,19448,t16,s2379,s2475,ts-route-service,RouteRepository.findById
1674981805700652610,1674981805702169168,1516,t16,s1330,s1846,ts-route-service,Session.find route.entity.Route
1674981805702230392,1674981805703904459,1674,t16,s1591,s1846,ts-route-service,Transaction.commit
1674981806059425939,1674981806063480610,4054,t16,s698,s2379,ts-route-service,Session.find route.entity.Route
1674981806063557489,1674981806069418251,5860,t16,s1904,s2379,ts-route-service,Transaction.commit
1674981805700852891,1674981805701661635,808,t16,s1959,s1330,ts-route-service,SELECT ts.route
1674981805705182390,1674981805706098503,916,t16,s2074,s2249,ts-route-service,SELECT ts.route_stations
1674981805706270359,1674981805707078396,808,t16,s2534,s2249,ts-route-service,SELECT ts.route_distances
1674981806059829631,1674981806063119924,3290,t16,s1275,s698,ts-route-service,SELECT ts.route
1674981806073595255,1674981806077423869,3828,t16,s532,s2475,ts-route-service,SELECT ts.route_stations
1674981806077606390,1674981806081533803,3927,t16,s2565,s2475,ts-route-service,SELECT ts.route_distances
1674981805715000000,1674981805722124701,7124,t16,s2402,s1083,ts-price-service,/api/v1/priceservice/prices/{routeId}/{trainType}
1674981806094000000,1674981806102141425,8141,t16,s1266,s758,ts-price-service,/api/v1/priceservice/prices/{routeId}/{trainType}
1674981805716396799,1674981805721470058,5073,t16,s575,s2402,ts-price-service,PriceController.query
1674981806094985322,1674981806101546056,6560,t16,s1404,s1266,ts-price-service,PriceController.query
1674981805717995056,1674981805720723746,2728,t16,s1809,s575,ts-price-service,PriceConfigRepository.findByRouteIdAndTrainType
1674981806096211781,1674981806100938352,4726,t16,s578,s1404,ts-price-service,PriceConfigRepository.findByRouteIdAndTrainType
1674981805718442779,1674981805720699274,2256,t16,s1114,s1809,ts-price-service,SELECT PriceConfig
1674981806096522963,1674981806100911103,4388,t16,s617,s578,ts-price-service,SELECT PriceConfig
1674981805719555167,1674981805720386224,831,t16,s1106,s1114,ts-price-service,SELECT ts.price_config
1674981806096838181,1674981806100629260,3791,t16,s1756,s617,ts-price-service,SELECT ts.price_config
1674981805732000000,1674981805834814327,102814,t16,s209,s1384,ts-seat-service,/api/v1/seatservice/seats/left_tickets
1674981805838000000,1674981805985081290,147081,t16,s563,s278,ts-seat-service,/api/v1/seatservice/seats/left_tickets
1674981806123000000,1674981806262356119,139356,t16,s1295,s2596,ts-seat-service,/api/v1/seatservice/seats
1674981805732909951,1674981805834468085,101558,t16,s2569,s209,ts-seat-service,SeatController.getLeftTicketOfInterval
1674981805838852895,1674981805984792382,145939,t16,s233,s563,ts-seat-service,SeatController.getLeftTicketOfInterval
1674981806126039212,1674981806261592885,135553,t16,s2556,s1295,ts-seat-service,SeatController.create
1674981805735420905,1674981805811494541,76073,t16,s2382,s2569,ts-seat-service,HTTP POST
1674981805826979075,1674981805832744188,5765,t16,s2479,s2569,ts-seat-service,HTTP GET
1674981805840865622,1674981805951960912,111095,t16,s2138,s233,ts-seat-service,HTTP POST
1674981805979158230,1674981805983646254,4488,t16,s1812,s233,ts-seat-service,HTTP GET
1674981806127807481,1674981806213880740,86073,t16,s2278,s2556,ts-seat-service,HTTP POST
1674981805828000000,1674981805830933050,2933,t16,s1599,s2479,ts-config-service,/api/v1/configservice/configs/{configName}
1674981805980000000,1674981805982179708,2179,t16,s236,s1812,ts-config-service,/api/v1/configservice/configs/{configName}
1674981805828628148,1674981805830729577,2101,t16,s748,s1599,ts-config-service,ConfigController.retrieve
1674981805980431477,1674981805982006792,1575,t16,s1863,s236,ts-config-service,ConfigController.retrieve
1674981805829080783,1674981805830213849,1133,t16,s1721,s748,ts-config-service,ConfigRepository.findByName
1674981805980717783,1674981805981573454,855,t16,s942,s1863,ts-config-service,ConfigRepository.findByName
1674981805829193036,1674981805830203633,1010,t16,s2166,s1721,ts-config-service,SELECT Config
1674981805980810966,1674981805981566660,755,t16,s2190,s942,ts-config-service,SELECT Config
1674981805829729936,1674981805830104737,374,t16,s548,s2166,ts-config-service,SELECT ts.config
1674981805980918179,1674981805981485603,567,t16,s616,s2190,ts-config-service,SELECT ts.config
1674981806362000000,1674981806373857455,11857,t16,s147,s2448,ts-assurance-service,/api/v1/assuranceservice/assurances/{typeIndex}/{orderId}
1674981806364189070,1674981806372577067,8387,t16,s1320,s147,ts-assurance-service,AssuranceController.createNewAssurance
1674981806365046730,1674981806367183361,2136,t16,s2198,s1320,ts-assurance-service,AssuranceRepository.findByOrderId
1674981806367267851,1674981806371599492,4331,t16,s91,s1320,ts-assurance-service,AssuranceRepository.save
1674981806365323399,1674981806367124461,1801,t16,s1152,s2198,ts-assurance-service,SELECT Assurance
1674981806367800148,1674981806368817478,1017,t16,s276,s91,ts-assurance-service,Session.merge assurance.entity.Assurance
1674981806368859886,1674981806371572706,2712,t16,s2147,s91,ts-assurance-service,Transaction.commit
1674981806366318705,1674981806366898840,580,t16,s989,s1152,ts-assurance-service,SELECT ts.assurance
1674981806368042402,1674981806368480188,437,t16,s628,s276,ts-assurance-service,SELECT ts.assurance
1674981806369108185,1674981806370941722,1833,t16,s2516,s2147,ts-assurance-service,INSERT ts.assurance
1674981815515000000,1674981815584230649,69230,t33,s2290,s0,ts-gateway-service,/*
1674981815515987726,1674981815583975735,67988,t33,s598,s2290,ts-gateway-service,FilteringWebHandler.handle
1674981815517753127,1674981815584176840,66423,t33,s543,s2290,ts-gateway-service,HTTP GET
1674981815521000000,1674981815582766196,61766,t33,s1178,s543,ts-food-service,/api/v1/foodservice/foods/{date}/{startStation}/{endStation}/{tripId}
1674981815522783937,1674981815582096608,59312,t33,s947,s1178,ts-food-service,FoodController.getAllFood
1674981815523945834,1674981815535765348,11819,t33,s185,s947,ts-food-service,HTTP GET
1674981815537480916,1674981815562982645,25501,t33,s2426,s947,ts-food-service,HTTP GET
1674981815563783828,1674981815579293498,15509,t33,s725,s947,ts-food-service,HTTP POST
1674981815527000000,1674981815535800608,8800,t33,s1088,s185,ts-train-food-service,/api/v1/trainfoodservice/trainfoods/{tripId}
1674981815528827678,1674981815534408351,5580,t33,s208,s1088,ts-train-food-service,TrainFoodController.getTrainFoodOfTrip
1674981815529793804,1674981815532293982,2500,t33,s1875,s208,ts-train-food-service,TrainFoodRepository.findByTripId
1674981815530189320,1674981815532262664,2073,t33,s77,s1875,ts-train-food-service,SELECT TrainFood
1674981815531228357,1674981815531827540,599,t33,s1714,s77,ts-train-food-service,SELECT ts.train_food
1674981815532933310,1674981815533515396,582,t33,s253,s208,ts-train-food-service,SELECT ts.train_food_list
1674981815540000000,1674981815562349628,22349,t33,s2522,s2426,ts-travel-service,/api/v1/travelservice/routes/{tripId}
1674981815540923080,1674981815562045384,21122,t33,s2218,s2522,ts-travel-service,TravelController.getRouteByTripId
1674981815541560905,1674981815543040884,1479,t33,s292,s2218,ts-travel-service,TripRepository.findByTripId
1674981815541859684,1674981815543023511,1163,t33,s1570,s292,ts-travel-service,SELECT Trip
1674981815542422608,1674981815542860222,437,t33,s1466,s1570,ts-travel-service,SELECT ts.trip
1674981815543604647,1674981815559783911,16179,t33,s24,s2218,ts-travel-service,HTTP GET
1674981815548000000,1674981815559565454,11565,t33,s509,s24,ts-route-service,/api/v1/routeservice/routes/{routeId}
1674981815549337748,1674981815558870610,9532,t33,s163,s509,ts-route-service,RouteController.queryById
1674981815550519317,1674981815555842430,5323,t33,s1015,s163,ts-route-service,RouteRepository.findById
1674981815552529581,1674981815553705265,1175,t33,s1075,s1015,ts-route-service,Session.find route.entity.Route
1674981815553765220,1674981815555158213,1392,t33,s1134,s1015,ts-route-service,Transaction.commit
1674981815552708017,1674981815553500201,792,t33,s1905,s1075,ts-route-service,SELECT ts.route
1674981815556398289,1674981815557524519,1126,t33,s679,s163,ts-route-service,SELECT ts.route_stations
1674981815557719919,1674981815558544504,824,t33,s2050,s163,ts-route-service,SELECT ts.route_distances
1674981815568000000,1674981815580800372,12800,t33,s2361,s725,ts-station-food-service,/api/v1/stationfoodservice/stationfoodstores
1674981815570588663,1674981815578271098,7682,t33,s859,s2361,ts-station-food-service,StationFoodController.getFoodStoresByStationNames
1674981815572684722,1674981815576810722,4126,t33,s2315,s859,ts-station-food-service,StationFoodRepository.findByStationNameIn
1674981815573322903,1674981815576717606,3394,t33,s2504,s2315,ts-station-food-service,SELECT StationFoodStore
1674981815575094736,1674981815576352522,1257,t33,s1145,s2504,ts-station-food-service,SELECT ts.station_food_store
1674981796288000000,1674981796728100329,440100,t17,s828,s0,ts-gateway-service,/*
1674981796288960685,1674981796727831384,438870,t17,s2099,s828,ts-gateway-service,FilteringWebHandler.handle
1674981796290314058,1674981796728063384,437749,t17,s226,s828,ts-gateway-service,HTTP POST
1674981796295000000,1674981796726592320,431592,t17,s555,s226,ts-travel-service,/api/v1/travelservice/trips/left
1674981796296324703,1674981796726098859,429774,t17,s2058,s555,ts-travel-service,TravelController.queryInfo
1674981796297106554,1674981796299377415,2270,t17,s1782,s2058,ts-travel-service,TripRepository.findAll
1674981796298079101,1674981796298740641,661,t17,s74,s1782,ts-travel-service,SELECT Trip
1674981796298763912,1674981796299192815,428,t17,s1105,s1782,ts-travel-service,Transaction.commit
1674981796298209709,1674981796298564623,354,t17,s1542,s74,ts-travel-service,SELECT ts.trip
1674981796300289913,1674981796641660945,341371,t17,s307,s2058,ts-travel-service,HTTP POST
1674981796643445453,1674981796700589120,57143,t17,s1021,s2058,ts-travel-service,HTTP POST
1674981796701841963,1674981796724791443,22949,t17,s205,s2058,ts-travel-service,HTTP POST
1674981796307000000,1674981796640805373,333805,t17,s2374,s307,ts-basic-service,/api/v1/basicservice/basic/travels
1674981796307535382,1674981796640254011,332718,t17,s244,s2374,ts-basic-service,BasicController.queryForTravels
1674981796314144372,1674981796326480715,12336,t17,s2542,s244,ts-basic-service,HTTP POST
1674981796328066266,1674981796345581244,17514,t17,s1396,s244,ts-basic-service,HTTP POST
1674981796318000000,1674981796326230675,8230,t17,s1947,s2542,ts-station-service,/api/v1/stationservice/stations/idlist
1674981796318590065,1674981796326003103,7413,t17,s862,s1947,ts-station-service,StationController.queryForIdBatch
1674981796319287942,1674981796325702665,6414,t17,s772,s862,ts-station-service,StationRepository.findByNames
1674981796319453596,1674981796325682972,6229,t17,s1391,s772,ts-station-service,SELECT station
1674981796322588991,1674981796325519839,2930,t17,s547,s1391,ts-station-service,SELECT ts.station
1674981796334000000,1674981796343362162,9362,t17,s37,s1396,ts-train-service,/api/v1/trainservice/trains/byNames
1674981796335166841,1674981796342869778,7702,t17,s203,s37,ts-train-service,TrainController.retrieveByName
1674981796336743232,1674981796342369946,5626,t17,s1483,s203,ts-train-service,TrainTypeRepository.findByNames
1674981796337147923,1674981796342315059,5167,t17,s179,s1483,ts-train-service,SELECT train_type
1674981796339878569,1674981796342151244,2272,t17,s2254,s179,ts-train-service,SELECT ts.train_type
1674981796350135255,1674981796614559691,264424,t17,s965,s244,ts-basic-service,HTTP POST
1674981796620817210,1674981796634665660,13848,t17,s1115,s244,ts-basic-service,HTTP POST
1674981796592000000,1674981796612633962,20633,t17,s2389,s965,ts-route-service,/api/v1/routeservice/routes/byIds/
1674981796593557236,1674981796611875617,18318,t17,s2277,s2389,ts-route-service,RouteController.queryByIds
1674981796595707516,1674981796599980012,4272,t17,s2291,s2277,ts-route-service,RouteRepository.findByIds
1674981796596197481,1674981796599821090,3623,t17,s604,s2291,ts-route-service,SELECT route
1674981796597890617,1674981796599014430,1123,t17,s2381,s604,ts-route-service,SELECT ts.route
1674981796600831654,1674981796602056701,1225,t17,s2253,s2277,ts-route-service,SELECT ts.route_stations
1674981796602258240,1674981796603166102,907,t17,s2398,s2277,ts-route-service,SELECT ts.route_distances
1674981796603287966,1674981796604166300,878,t17,s1264,s2277,ts-route-service,SELECT ts.route_stations
1674981796604286632,1674981796605140109,853,t17,s860,s2277,ts-route-service,SELECT ts.route_distances
1674981796605251867,1674981796606156705,904,t17,s1095,s2277,ts-route-service,SELECT ts.route_stations
1674981796606332028,1674981796607063596,731,t17,s469,s2277,ts-route-service,SELECT ts.route_distances
1674981796607172579,1674981796608220822,1048,t17,s435,s2277,ts-route-service,SELECT ts.route_stations
1674981796608368009,1674981796609361721,993,t17,s1763,s2277,ts-route-service,SELECT ts.route_distances
1674981796609481661,1674981796610494691,1013,t17,s173,s2277,ts-route-service,SELECT ts.route_stations
1674981796610582174,1674981796611484896,902,t17,s1976,s2277,ts-route-service,SELECT ts.route_distances
1674981796625000000,1674981796633605370,8605,t17,s2369,s1115,ts-price-service,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes
1674981796626277988,1674981796632755777,6477,t17,s2137,s2369,ts-price-service,PriceController.query
1674981796627695203,1674981796630753476,3058,t17,s1257,s2137,ts-price-service,PriceConfigRepository.findByRouteIdsAndTrainTypes
1674981796627992123,1674981796630705554,2713,t17,s1865,s1257,ts-price-service,SELECT price_config
1674981796629494906,1674981796630438404,943,t17,s740,s1865,ts-price-service,SELECT ts.price_config
1674981796648000000,1674981796700088400,52088,t17,s1953,s1021,ts-seat-service,/api/v1/seatservice/seats/left_tickets
1674981796703000000,1674981796724068042,21068,t17,s1363,s205,ts-seat-service,/api/v1/seatservice/seats/left_tickets
1674981796649403229,1674981796699643305,50240,t17,s453,s1953,ts-seat-service,SeatController.getLeftTicketOfInterval
1674981796703816161,1674981796723778267,19962,t17,s2265,s1363,ts-seat-service,SeatController.getLeftTicketOfInterval
1674981796652097951,1674981796687333498,35235,t17,s2499,s453,ts-seat-service,HTTP POST
1674981796691055617,1674981796698182138,7126,t17,s1864,s453,ts-seat-service,HTTP GET
1674981796705731226,1674981796717184077,11452,t17,s1143,s2265,ts-seat-service,HTTP POST
1674981796718310275,1674981796722606903,4296,t17,s634,s2265,ts-seat-service,HTTP GET
1674981796660000000,1674981796669050469,9050,t17,s1848,s2499,ts-order-service,/api/v1/orderservice/order/tickets
1674981796709000000,1674981796715182161,6182,t17,s1784,s1143,ts-order-service,/api/v1/orderservice/order/tickets
1674981796660500588,1674981796668829508,8328,t17,s1186,s1848,ts-order-service,OrderController.getTicketListByDateAndTripId
1674981796709502692,1674981796715004674,5501,t17,s2010,s1784,ts-order-service,OrderController.getTicketListByDateAndTripId
1674981796662449720,1674981796668378665,5928,t17,s1203,s1186,ts-order-service,OrderRepository.findByTravelDateAndTrainNumber
1674981796711383541,1674981796714527530,3143,t17,s2056,s2010,ts-order-service,OrderRepository.findByTravelDateAndTrainNumber
1674981796662543635,1674981796668361600,5817,t17,s1433,s1203,ts-order-service,SELECT Order
1674981796711487012,1674981796714510542,3023,t17,s1278,s2056,ts-order-service,SELECT Order
1674981796665407357,1674981796668336377,2929,t17,s2026,s1433,ts-order-service,SELECT ts.orders
1674981796711619372,1674981796714486952,2867,t17,s295,s1278,ts-order-service,SELECT ts.orders
1674981796694000000,1674981796696998252,2998,t17,s379,s1864,ts-config-service,/api/v1/configservice/configs/{configName}
1674981796720000000,1674981796722061188,2061,t17,s1041,s634,ts-config-service,/api/v1/configservice/configs/{configName}
1674981796694614154,1674981796696812089,2197,t17,s2035,s379,ts-config-service,ConfigController.retrieve
1674981796720445834,1674981796721913052,1467,t17,s774,s1041,ts-config-service,ConfigController.retrieve
1674981796695065663,1674981796696291198,1225,t17,s10,s2035,ts-config-service,ConfigRepository.findByName
1674981796720736242,1674981796721496010,759,t17,s1165,s774,ts-config-service,ConfigRepository.findByName
1674981796695174533,1674981796696283426,1108,t17,s1817,s10,ts-config-service,SELECT Config
1674981796720821765,1674981796721489344,667,t17,s1680,s1165,ts-config-service,SELECT Config
1674981796695764753,1674981796696185946,421,t17,s1528,s1817,ts-config-service,SELECT ts.config
1674981796720928175,1674981796721410336,482,t17,s145,s1680,ts-config-service,SELECT ts.config
1674981805224000000,1674981805325689025,101689,t21,s1438,s0,ts-gateway-service,/*
1674981805224907773,1674981805325520541,100612,t21,s2436,s1438,ts-gateway-service,FilteringWebHandler.handle
1674981805226374927,1674981805325664243,99289,t21,s2371,s1438,ts-gateway-service,HTTP GET
1674981805230000000,1674981805324701089,94701,t21,s2132,s2371,ts-food-service,/api/v1/foodservice/foods/{date}/{startStation}/{endStation}/{tripId}
1674981805231471413,1674981805324081836,92610,t21,s1962,s2132,ts-food-service,FoodController.getAllFood
1674981805232567510,1674981805245234031,12666,t21,s65,s1962,ts-food-service,HTTP GET
1674981805246282344,1674981805290993088,44710,t21,s888,s1962,ts-food-service,HTTP GET
1674981805291719254,1674981805320673949,28954,t21,s1965,s1962,ts-food-service,HTTP POST
1674981805236000000,1674981805244921339,8921,t21,s20,s65,ts-train-food-service,/api/v1/trainfoodservice/trainfoods/{tripId}
1674981805238521620,1674981805244423985,5902,t21,s1188,s20,ts-train-food-service,TrainFoodController.getTrainFoodOfTrip
1674981805239518511,1674981805242530049,3011,t21,s590,s1188,ts-train-food-service,TrainFoodRepository.findByTripId
1674981805239934922,1674981805242506645,2571,t21,s381,s590,ts-train-food-service,SELECT TrainFood
1674981805241315501,1674981805242004210,688,t21,s2120,s381,ts-train-food-service,SELECT ts.train_food
1674981805243237597,1674981805243737071,499,t21,s2157,s1188,ts-train-food-service,SELECT ts.train_food_list
1674981805249000000,1674981805290707060,41707,t21,s2455,s888,ts-travel-service,/api/v1/travelservice/routes/{tripId}
1674981805249839416,1674981805290457220,40617,t21,s1929,s2455,ts-travel-service,TravelController.getRouteByTripId
1674981805250710777,1674981805252227362,1516,t21,s2281,s1929,ts-travel-service,TripRepository.findByTripId
1674981805250985664,1674981805252214028,1228,t21,s2447,s2281,ts-travel-service,SELECT Trip
1674981805251559048,1674981805252052911,493,t21,s593,s2447,ts-travel-service,SELECT ts.trip
1674981805252715588,1674981805288742945,36027,t21,s1520,s1929,ts-travel-service,HTTP GET
1674981805260000000,1674981805287807904,27807,t21,s1936,s1520,ts-route-service,/api/v1/routeservice/routes/{routeId}
1674981805261173499,1674981805287270038,26096,t21,s29,s1936,ts-route-service,RouteController.queryById
1674981805262203270,1674981805281903656,19700,t21,s1139,s29,ts-route-service,RouteRepository.findById
1674981805270379175,1674981805273633804,3254,t21,s530,s1139,ts-route-service,Session.find route.entity.Route
1674981805273688268,1674981805279193221,5504,t21,s1850,s1139,ts-route-service,Transaction.commit
1674981805270547311,1674981805273432094,2884,t21,s2263,s530,ts-route-service,SELECT ts.route
1674981805282395217,1674981805284741891,2346,t21,s214,s29,ts-route-service,SELECT ts.route_stations
1674981805284899080,1674981805286962379,2063,t21,s446,s29,ts-route-service,SELECT ts.route_distances
1674981805300000000,1674981805322435579,22435,t21,s451,s1965,ts-station-food-service,/api/v1/stationfoodservice/stationfoodstores
1674981805303303446,1674981805319788836,16485,t21,s1888,s451,ts-station-food-service,StationFoodController.getFoodStoresByStationNames
1674981805306714517,1674981805318928128,12213,t21,s600,s1888,ts-station-food-service,StationFoodRepository.findByStationNameIn
1674981805307467241,1674981805318875035,11407,t21,s779,s600,ts-station-food-service,SELECT StationFoodStore
1674981805316271845,1674981805318662061,2390,t21,s192,s779,ts-station-food-service,SELECT ts.station_food_store
1674981804333000000,1674981805211941172,878941,t8,s92,s0,ts-gateway-service,/*
1674981804334173022,1674981805211696139,877523,t8,s154,s92,ts-gateway-service,FilteringWebHandler.handle
1674981804335588693,1674981805211907988,876319,t8,s2313,s92,ts-gateway-service,HTTP POST
1674981804338000000,1674981805208258694,870258,t8,s2377,s2313,ts-travel-service,/api/v1/travelservice/trips/left
1674981804339198982,1674981805207574700,868375,t8,s188,s2377,ts-travel-service,TravelController.queryInfo
1674981804339944967,1674981804342386393,2441,t8,s2541,s188,ts-travel-service,TripRepository.findAll
1674981804340994225,1674981804341716977,722,t8,s1225,s2541,ts-travel-service,SELECT Trip
1674981804341747441,1674981804342163977,416,t8,s2396,s2541,ts-travel-service,Transaction.commit
1674981804341124643,1674981804341513019,388,t8,s2592,s1225,ts-travel-service,SELECT ts.trip
1674981804343348696,1674981804424765708,81417,t8,s61,s188,ts-travel-service,HTTP POST
1674981804426195554,1674981804461506347,35310,t8,s2334,s188,ts-travel-service,HTTP POST
1674981804462597750,1674981805205758718,743160,t8,s1361,s188,ts-travel-service,HTTP POST
1674981804348000000,1674981804424297195,76297,t8,s1398,s61,ts-basic-service,/api/v1/basicservice/basic/travels
1674981804348551242,1674981804424078000,75526,t8,s549,s1398,ts-basic-service,BasicController.queryForTravels
1674981804353517038,1674981804362928457,9411,t8,s943,s549,ts-basic-service,HTTP POST
1674981804363805603,1674981804378661873,14856,t8,s531,s549,ts-basic-service,HTTP POST
1674981804382075935,1674981804405759243,23683,t8,s89,s549,ts-basic-service,HTTP POST
1674981804409165723,1674981804420541571,11375,t8,s1160,s549,ts-basic-service,HTTP POST
1674981804354000000,1674981804362177487,8177,t8,s2071,s943,ts-station-service,/api/v1/stationservice/stations/idlist
1674981804354624491,1674981804361875000,7250,t8,s1731,s2071,ts-station-service,StationController.queryForIdBatch
1674981804355319153,1674981804361539753,6220,t8,s1299,s1731,ts-station-service,StationRepository.findByNames
1674981804355494922,1674981804361517652,6022,t8,s429,s1299,ts-station-service,SELECT station
1674981804358489337,1674981804361353310,2863,t8,s1005,s429,ts-station-service,SELECT ts.station
1674981804366000000,1674981804376752215,10752,t8,s1987,s531,ts-train-service,/api/v1/trainservice/trains/byNames
1674981804369130987,1674981804376105306,6974,t8,s2133,s1987,ts-train-service,TrainController.retrieveByName
1674981804371976350,1674981804375393441,3417,t8,s1858,s2133,ts-train-service,TrainTypeRepository.findByNames
1674981804372727660,1674981804375314798,2587,t8,s2574,s1858,ts-train-service,SELECT train_type
1674981804374069361,1674981804375069753,1000,t8,s1569,s2574,ts-train-service,SELECT ts.train_type
1674981804384000000,1674981804403138769,19138,t8,s909,s89,ts-route-service,/api/v1/routeservice/routes/byIds/
1674981804385208380,1674981804402496290,17287,t8,s1020,s909,ts-route-service,RouteController.queryByIds
1674981804386664770,1674981804391465089,4800,t8,s165,s1020,ts-route-service,RouteRepository.findByIds
1674981804387383509,1674981804391392154,4008,t8,s201,s165,ts-route-service,SELECT route
1674981804388944366,1674981804391048515,2104,t8,s865,s201,ts-route-service,SELECT ts.route
1674981804391936400,1674981804393174091,1237,t8,s605,s1020,ts-route-service,SELECT ts.route_stations
1674981804393375709,1674981804394239724,864,t8,s1857,s1020,ts-route-service,SELECT ts.route_distances
1674981804394382146,1674981804395454370,1072,t8,s2456,s1020,ts-route-service,SELECT ts.route_stations
1674981804395561401,1674981804396283653,722,t8,s1978,s1020,ts-route-service,SELECT ts.route_distances
1674981804396396547,1674981804397097519,700,t8,s411,s1020,ts-route-service,SELECT ts.route_stations
1674981804397204321,1674981804397946769,742,t8,s378,s1020,ts-route-service,SELECT ts.route_distances
1674981804398049592,1674981804399154131,1104,t8,s1543,s1020,ts-route-service,SELECT ts.route_stations
1674981804399261341,1674981804400236450,975,t8,s1141,s1020,ts-route-service,SELECT ts.route_distances
1674981804400407204,1674981804401194835,787,t8,s505,s1020,ts-route-service,SELECT ts.route_stations
1674981804401406011,1674981804402123365,717,t8,s1472,s1020,ts-route-service,SELECT ts.route_distances
1674981804411000000,1674981804418406463,7406,t8,s638,s1160,ts-price-service,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes
1674981804412309226,1674981804417600141,5290,t8,s625,s638,ts-price-service,PriceController.query
1674981804413845043,1674981804416786579,2941,t8,s459,s625,ts-price-service,PriceConfigRepository.findByRouteIdsAndTrainTypes
1674981804414279179,1674981804416740727,2461,t8,s1470,s459,ts-price-service,SELECT price_config
1674981804415482793,1674981804416339729,856,t8,s1063,s1470,ts-price-service,SELECT ts.price_config
1674981804429000000,1674981804460823287,31823,t8,s2459,s2334,ts-seat-service,/api/v1/seatservice/seats/left_tickets
